Gene	Grantham_Distance	Stop_Codon_Alt	Missense_Count	Homolog	Homolog_Description	Homolog_Symbol	Haploblock
Ha412HOChr14g0663371	0	0	0	AT4G36440	G-protein coupled receptor;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663391	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663421	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663431	0	0	0	AT1G03530	nuclear assembly factor 1;(source:Araport11)	NUCLEAR ASSEMBLY FACTOR 1 (NAF1)	PETFAL_14_01
Ha412HOChr14g0663451	94	0	1	AT3G05600	Encodes a cytosolic epoxide hydrolase capable of acting on 9,10-epoxystearic acid and on 12,13- epoxyoctadec-9-enoic acid that is involved in the synthesis of poly-hydroxylated cutin monomers.	EPOXIDE HYDROLASE 1 (ATEH1)	PETFAL_14_01
Ha412HOChr14g0663461	0	0	0	AT5G66380	Encodes a folate transporter that is located in the chloroplast envelope and is able to mediate exogenous folate uptake when expressed in E. coli.  However, this is not the sole folate transporter for chloroplasts as null mutants of this gene have no discernible phenotype when grown under folate-sufficient conditions and contained wild-type levels of folates in leaves.	FOLATE TRANSPORTER 1 (FOLT1)	PETFAL_14_01
Ha412HOChr14g0663471	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663481	0	0	0	AT1G75440	ubiquitin-conjugating enzyme 16;(source:Araport11)	UBIQUITIN-CONJUGATING ENZYME 16 (UBC16)	PETFAL_14_01
Ha412HOChr14g0663491	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663521	0	0	0	AT1G45130	beta-galactosidase 5;(source:Araport11)	BETA-GALACTOSIDASE 5 (BGAL5)	PETFAL_14_01
Ha412HOChr14g0663531	0	0	0	AT4G36360	putative beta-galactosidase (BGAL3 gene)	BETA-GALACTOSIDASE 3 (BGAL3)	PETFAL_14_01
Ha412HOChr14g0663541	0	0	0	AT3G51040	Encodes a protein of 231 amino acids with 51% identity to RTE1 over 209 amino acids. Interacts with RTE1 in planta and appears to function in same pathway to positively regulate ethylene signaling.	RTE1-HOMOLOG (RTH)	PETFAL_14_01
Ha412HOChr14g0663551	29	0	1	AT4G36350	purple acid phosphatase 25;(source:Araport11)	PURPLE ACID PHOSPHATASE 25 (PAP25)	PETFAL_14_01
Ha412HOChr14g0663561	0	0	0	AT3G51050	NERD1 is a single copy locus encoding a protein of unknown function that is localized to the nucleus. Single mutants show defects in root hair growth, root meristem function, cell elongation. NERD1  appears to act synergistically with the exocyst in root development.	NEW ENHANCER OF ROOT DWARFISM1 (NERD1)	PETFAL_14_01
Ha412HOChr14g0663571	365	0	5	AT3G51070	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663581	0	0	0	AT1G77370	Glutaredoxin family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663591	141	0	2	AT3G54350	Forkhead-associated (FHA) domain-containing protein;(source:Araport11)	EMBRYO DEFECTIVE 1967 (emb1967)	PETFAL_14_01
Ha412HOChr14g0663611	95	0	1	AT4G36240	Encodes a member of the GATA factor family of zinc finger transcription factors.	GATA TRANSCRIPTION FACTOR 7 (GATA7)	PETFAL_14_01
Ha412HOChr14g0663621	0	0	0	AT4G36220	encodes ferulate 5-hydroxylase (F5H). Involved in lignin biosynthesis.	FERULIC ACID 5-HYDROXYLASE 1 (FAH1)	PETFAL_14_01
Ha412HOChr14g0663661	0	0	0	AT2G16460	coiled-coil 90B-like protein (DUF1640);(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663671	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663701	64	0	1	AT3G51100	altered inheritance of mitochondria protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663711	64	0	1	AT4G36210	transmembrane/coiled-coil protein (DUF726);(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663721	22	0	1	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663741	0	0	0	AT3G51140	DnaJ (DUF3353);(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663761	0	0	0	AT2G21330	fructose-bisphosphate aldolase 1;(source:Araport11)	FRUCTOSE-BISPHOSPHATE ALDOLASE 1 (FBA1)	PETFAL_14_01
Ha412HOChr14g0663781	0	0	0	AT4G36195	Serine carboxypeptidase S28 family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663791	0	0	0	AT5G44230	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663801	0	0	0	AT4G36195	Serine carboxypeptidase S28 family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663811	0	0	0	AT4G36195	Serine carboxypeptidase S28 family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0663851	147	0	3	AT2G18060	Encodes a NAC-domain transcription factor that is expressed in developing vessels and protoxylem. Along with other members of this family, VND1 appears to regulate the development of genes required for secondary cell wall biosynthesis.	VASCULAR RELATED NAC-DOMAIN PROTEIN 1 (VND1)	PETFAL_14_01
Ha412HOChr14g0663861	0	0	0	AT2G18040	phosphorylation-specific peptidyl prolyl cis/trans isomerase (PPIase) with specificity for phosphoserine-proline bonds The mRNA is cell-to-cell mobile.	PEPTIDYLPROLYL CIS/TRANS ISOMERASE, NIMA-INTERACTING 1 (PIN1AT)	PETFAL_14_01
Ha412HOChr14g0663871	0	0	0	AT5G45600	The GSA41 human homolog is expressed in nuclei and binds NuMA, a component of the nuclear matrix in interphase nuclei.  It negatively regulates flowering by controlling the H4 acetylation levels in the FLC and FT chromatin.	GLIOMAS 41 (GAS41)	PETFAL_14_01
Ha412HOChr14g0663881	0	0	0	AT2G21220	SAUR-like auxin-responsive protein family;(source:Araport11)	SMALL AUXIN UPREGULATED RNA 12 (SAUR12)	PETFAL_14_01
Ha412HOChr14g0663911	0	0	0	AT2G17975	SRP1 is a C2C2 type zinc finger protein that binds RNA. It has a role in response to ABA.. It can bind the 3'UTR of ABI2 and appears to be involved in RNA turnover.	STRESS ASSOCIATED RNA-BINDING PROTEIN 1 (SRP1)	PETFAL_14_01
Ha412HOChr14g0663921	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663931	22	0	1	AT2G17950	Homeobox gene controlling the stem cell pool. Expressed in the stem cell organizing center of meristems. Required to keep the stem cells in an undifferentiated state. Regulation of WUS transcription is a central checkpoint in stem cell control. The size of  the WUS expression domain controls the  size of the stem cell population through WUS indirectly activating the expression of  CLAVATA3 (CLV3) in the stem cells and CLV3 repressing WUS transcription through the CLV1 receptor kinase signaling pathway. Repression of WUS transcription through AGAMOUS (AG) activity controls stem cell activity in the determinate floral meristem. Binds to TAAT element core motif.  WUS is also involved in cell differentiation during anther development. Responds to CMV infection and represses virus accumulation in the meristem central and peripheral zones; inhibits viral protein synthesis by repressing the expression of plant S-adenosyl-L-methionine?dependent methyltransferases, which are involved in ribosomal RNA processing and ribosome stability.	WUSCHEL (WUS)	PETFAL_14_01
Ha412HOChr14g0663941	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663951	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0663961	0	0	0	AT5G66240	Encodes a WD40-repeat protein that interacts with the E3 Cullin Ring Ligase subunit DDB1a and is involved in secondary wall modification and thickening by regulating the degradation of specific proteins. RNAi-mediated silencing results in anther indehiscence and infertility.	UBIQUITIN LIGASE COMPLEX SUBUNIT 1 (ULCS1)	PETFAL_14_01
Ha412HOChr14g0663971	173	0	2	AT2G17930	Component of the SPT module of the SAGA complex.	(TRA1A)	PETFAL_14_01
Ha412HOChr14g0664001	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664011	0	0	0	AT2G17890	Encodes a member of Calcium Dependent Protein Kinase. Protein is N-myristoylated. Localizes to the plasma membrane. Localizes to the chloroplast when the myristoylation motif is mutated.	CALCIUM-DEPENDENT PROTEIN KINASE 16 (CPK16)	PETFAL_14_01
Ha412HOChr14g0664021	0	0	0	AT4G36010	Pathogenesis-related thaumatin superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664031	24	0	1	AT5G49690	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664041	0	0	0	AT4G35987	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)	CALMODULIN N-METHYLTRANSFERASE (CAM KMT)	PETFAL_14_01
Ha412HOChr14g0664051	0	0	0	AT2G17850	Rhodanese/Cell cycle control phosphatase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664061	0	0	0	AT2G17820	Encodes a member of the histidine kinase family.	HISTIDINE KINASE 1 (HK1)	PETFAL_14_01
Ha412HOChr14g0664091	716	0	10	AT3G51290	pyridoxal-phosphate-dependent serine hydroxymethyltransferase, putative (DUF632);(source:Araport11)	ALTERED PHOSPHATE STARVATION RESPONSE 1 (APSR1)	PETFAL_14_01
Ha412HOChr14g0664111	0	0	0	AT4G35930	F-box family protein;(source:Araport11)	F-BOX STRESS INDUCED 4 (FBS4)	PETFAL_14_01
Ha412HOChr14g0664121	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664131	0	0	0	AT4G35920	Encodes an integral plasma membrane protein. Functionally complements the yeast mid1 mutant, a deficiency of Ca2+ influx. Involved in Ca2+ influx and mechanical sensing in roots. An over-expression line showed increased Ca2+ uptake than the wild type plant. The primary root of a knock-out mutant failed to penetrate a harder agar medium from a softer medium.	MID1-COMPLEMENTING ACTIVITY 1 (MCA1)	PETFAL_14_01
Ha412HOChr14g0664141	0	0	0	AT4G35890	Encodes a cytoplasmic LAM domain containing protein that is involved in leaf senescence. The mRNA is cell-to-cell mobile.	LA RELATED PROTEIN 1C (LARP1C)	PETFAL_14_01
Ha412HOChr14g0664151	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664161	99	0	1	AT4G35870	early-responsive to dehydration stress protein (ERD4);(source:Araport11)	(OSCA4.1)	PETFAL_14_01
Ha412HOChr14g0664181	0	0	0	AT3G20070	Encodes a plant-specific protein of unknown function.  Mutant embryos contain at most four small cells.  The endosperm nucleoli are enlarged. Gene is expressed in siliques based on EST information.	TITAN9 (TTN9)	PETFAL_14_01
Ha412HOChr14g0664201	0	0	0	AT2G27860	Encodes UDP-d-apiose/UDP-d-xylose synthase that requires NAD+ for enzymatic activity and is strongly inhibited by UDP-d-galacturonate.	UDP-D-APIOSE/UDP-D-XYLOSE SYNTHASE 1 (AXS1)	PETFAL_14_01
Ha412HOChr14g0664211	0	0	0	AT5G54380	Encodes THESEUS1 (THE1), a receptor kinase regulated by Brassinosteroids and required for cell elongation during vegetative growth.	THESEUS1 (THE1)	PETFAL_14_01
Ha412HOChr14g0664231	0	0	0	AT4G35840	RING/U-box superfamily protein;(source:Araport11)	ARABIDOPSIS T??XICOS EN LEVADURA 26 (ATL26)	PETFAL_14_01
Ha412HOChr14g0664241	0	0	0	AT1G11330	S-locus lectin protein kinase family protein;(source:Araport11)	RESISTANT TO DFPM INHIBITION OF ABA SIGNALING 2 (RDA2)	PETFAL_14_01
Ha412HOChr14g0664251	0	0	0	AT4G27290	S-locus lectin protein kinase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664261	0	0	0	AT1G61610	S-locus lectin protein kinase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664271	0	0	0	AT5G66060	2-oxoglutarate-dependent dioxygenase		PETFAL_14_01
Ha412HOChr14g0664281	0	0	0	AT5G66060	2-oxoglutarate-dependent dioxygenase		PETFAL_14_01
Ha412HOChr14g0664291	0	0	0	AT2G17705	methionine-S-oxide reductase;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664301	0	0	0	AT4G35785	RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664311	0	0	0	AT4G35760	Encodes a bimodular enzyme comprising an integral domain homologous to the catalytic subunit of mammalian vitamin K epoxide reductase (VKORC1, EC 1.1.4.1) that is fused to a soluble thioredoxin-like moiety. Using yeast microsomes as a recombinant system, it was shown that the VKORC1 domain of At4g35760 functions as a stringent naphthoquinone reductase, and that its reduced Trx-like partner can serve as its electron donor.  Located in plastid. Required for the assembly of photosystem II. Can catalyze disulfide bond formation in vitro.	LUMEN THIOL OXIDOREDUCTASE 1 (LTO1)	PETFAL_14_01
Ha412HOChr14g0664361	0	0	0	AT4G35750	SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664371	0	0	0	AT1G16380	member of Putative Na+/H+ antiporter family	(ATCHX1)	PETFAL_14_01
Ha412HOChr14g0664381	0	0	0	AT1G16380	member of Putative Na+/H+ antiporter family	(ATCHX1)	PETFAL_14_01
Ha412HOChr14g0664391	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664401	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664421	0	0	0	AT4G10300	RmlC-like cupins superfamily protein;(source:Araport11)	(TRR14)	PETFAL_14_01
Ha412HOChr14g0664431	0	0	0	AT5G35810	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664441	0	0	0	AT5G35830	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664451	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664461	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664471	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664491	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664521	0	0	0	AT5G35810	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664531	0	0	0	AT5G35830	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664551	0	0	0	AT5G35810	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664561	0	0	0	AT1G11360	Adenine nucleotide alpha hydrolases-like superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664571	233	0	2	AT5G35810	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664591	79	0	3	AT5G35810	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664601	0	0	0	AT4G35690	hypothetical protein (DUF241);(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664611	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664631	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664641	75	0	2	AT3G51420	Although this enzyme is predicted to encode a strictosidine synthase (SS), it lacks a conserved catalytic glutamate residue found in active SS enzymes and it is not expected to have SS activity.	STRICTOSIDINE SYNTHASE-LIKE 4 (SSL4)	PETFAL_14_01
Ha412HOChr14g0664651	0	0	0	AT3G51440	Calcium-dependent phosphotriesterase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664661	0	0	0	AT3G51430	Although this enzyme is predicted to encode a strictosidine synthase (SS), it lacks a conserved catalytic glutamate residue found in active SS enzymes and it is not expected to have SS activity.	YELLOW-LEAF-SPECIFIC GENE 2 (YLS2)	PETFAL_14_01
Ha412HOChr14g0664691	29	0	1	AT4G35640	Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis.  Expressed in the vascular system.  Expression is induced in both roots and shoots under sulfur-starved conditions.	SERINE ACETYLTRANSFERASE 3;2 (SERAT3;2)	PETFAL_14_01
Ha412HOChr14g0664701	171	0	2	AT5G66030	Involved in golgi protein trafficking. AtARL1 binds directly to the GRIP domain of AtGRIP in a GTP-dependent manner. Localized to the golgi apparatus, tyrosine 717 in  AtGRIP is crucial for Golgi localization.	(ATGRIP)	PETFAL_14_01
Ha412HOChr14g0664711	0	0	0	AT2G17580	Encodes a bacterial-type poly(A) polymerase, AGS1.	AHG2-1 SUPPRESSOR 1 (AGS1)	PETFAL_14_01
Ha412HOChr14g0664721	0	0	0	AT1G20610	Cyclin B2;(source:Araport11)	CYCLIN B2;3 (CYCB2;3)	PETFAL_14_01
Ha412HOChr14g0664741	0	0	0	AT5G32470	The classical thiamin-requiring th2-1 mutation corresponds to At5g32470, encoding a HAD (haloacid dehalogenase) family phosphatase fused to a TenA (thiamin salvage) family protein. The HAD domain is a thiamin monophosphate-selective phosphatase, and the TenA domain has the expected thiamin salvage activity.	THIAMINE REQUIRING 2 (TH2)	PETFAL_14_01
Ha412HOChr14g0664771	0	0	0	AT2G17200	Encodes a ubiquitin receptor protein that specifically associates with PEX2 and PEX12.	(DSK2B)	PETFAL_14_01
Ha412HOChr14g0664781	0	0	0	AT4G11210	Disease resistance-responsive (dirigent-like protein) family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664791	32	0	1	AT5G42510	Disease resistance-responsive (dirigent-like protein) family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664801	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664811	0	0	0	AT5G35810	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664821	45	0	1	AT2G17570	Undecaprenyl pyrophosphate synthetase family protein;(source:Araport11)	CIS-PRENYLTRANSFERASE 1 (CPT1)	PETFAL_14_01
Ha412HOChr14g0664831	0	0	0	AT5G66010	RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664841	22	0	1	AT5G35810	Ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664851	90	0	2	AT3G06540	Encodes a cytoplasmic Rab escort protein that preferentially binds the GDP-bound form of Rab and stimulates geranylgeranylation of various Rab GTPases in Arabidopsis  extracts in vitro.	RAB ESCORT PROTEIN (REP)	PETFAL_14_01
Ha412HOChr14g0664861	0	0	0	AT5G66005	Expressed protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664871	0	0	0	AT4G35560	Target promoter of the male germline-specific transcription factor DUO1. The mRNA is cell-to-cell mobile.	DUO1-ACTIVATED WD40 1 (DAW1)	PETFAL_14_01
Ha412HOChr14g0664881	0	0	0	AT4G35520	DNA mismatch repair protein similar to MutL. Required for normal levels of meiotic crossovers	MUTL PROTEIN HOMOLOG 3 (MLH3)	PETFAL_14_01
Ha412HOChr14g0664891	0	0	0	AT4G35520	DNA mismatch repair protein similar to MutL. Required for normal levels of meiotic crossovers	MUTL PROTEIN HOMOLOG 3 (MLH3)	PETFAL_14_01
Ha412HOChr14g0664901	0	0	0	AT3G05000	Part of multi-protein complex, acting as guanine nucleotide exchange factors (GEFs) and possibly as tethers, regulating intracellular trafficking.	(TRAPPC6)	PETFAL_14_01
Ha412HOChr14g0664911	0	1	1	AT2G15690	Encodes an atypical PPR-DYW protein containing five predicted PPR domains and a C-terminal DYW domain separated by an amino acid sequence that do not clearly correspond to an E domain.  It is expressed in both the mitochondrion and chloroplast and is also involved in RNA editing in the mitochondrion and chloroplast as a core member of E+-type PPR editosomes.	DYW DOMAIN PROTEIN 2 (DYW2)	PETFAL_14_01
Ha412HOChr14g0664921	0	0	0	AT4G35500	Protein kinase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664931	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0664961	0	0	0	AT1G18550	ATP binding microtubule motor family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664971	0	0	0	AT3G08910	DNAJ heat shock family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0664981	0	0	0	AT1G21630	TPLATE Adaptor complex subunit.	ARABIDOPSIS THALIANA EH DOMAIN CONTAINING PROTEIN 2 (ATEH2)	PETFAL_14_01
Ha412HOChr14g0664991	0	0	0	AT4G38250	Transmembrane amino acid transporter family protein;(source:Araport11)	(AT4G38250)	PETFAL_14_01
Ha412HOChr14g0665001	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665021	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665051	0	0	0	AT2G17510	ribonuclease II family protein;(source:Araport11)	EMBRYO DEFECTIVE 2763 (EMB2763)	PETFAL_14_01
Ha412HOChr14g0665061	1006	0	13	AT5G65980	Auxin efflux carrier family protein;(source:Araport11)	PIN-LIKES 7 (PILS7)	PETFAL_14_01
Ha412HOChr14g0665071	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665081	304	0	2	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665131	0	0	0	AT1G20823	Encodes a RING E3 ubiquitin ligase ATL80. Involved in phosphate mobilization and cold stress response in sufficient phosphate growth conditions. The mRNA is cell-to-cell mobile.	(ATATL80)	PETFAL_14_01
Ha412HOChr14g0665141	0	0	0	AT1G20823	Encodes a RING E3 ubiquitin ligase ATL80. Involved in phosphate mobilization and cold stress response in sufficient phosphate growth conditions. The mRNA is cell-to-cell mobile.	(ATATL80)	PETFAL_14_01
Ha412HOChr14g0665161	124	0	2	AT1G11755	Encodes a cis-prenyltransferase, involved in dolichol biosynthesis. Wilted leaves in mutants due to cell membrane lesions. Mutants have increased drought tolerance, but hypersensitve to dark stress.	LEAF WILTING 1 (LEW1)	PETFAL_14_01
Ha412HOChr14g0665191	0	0	0	AT4G35470	Encodes PIRL4, a member of the Plant Intracellular Ras-group-related LRRs (Leucine rich repeat proteins). PIRLs are a distinct, plant-specific class of intracellular LRRs that likely mediate protein interactions, possibly in the context of signal transduction.	PLANT INTRACELLULAR RAS GROUP-RELATED LRR 4 (PIRL4)	PETFAL_14_01
Ha412HOChr14g0665211	171	0	4	AT5G10520	ROP binding protein kinases 1;(source:Araport11)	ROP BINDING PROTEIN KINASES 1 (RBK1)	PETFAL_14_01
Ha412HOChr14g0665221	60	0	1	AT5G10510	Encodes an AP2-domain transcription factor involved in root stem cell identity and root development. It is also required to maintain high levels of PIN1 expression at the periphery of the meristem and modulate local auxin production in the central region of the SAM which underlies phyllotactic transitions. Intronic sequences are required for its expression in flowers.Acts redundantly with PLT5 and 7 in lateral root pattern formation.	AINTEGUMENTA-LIKE 6 (AIL6)	PETFAL_14_01
Ha412HOChr14g0665251	324	0	3	AT5G65500	Plant U-box type E3 ubiquitin ligase (PUB).	(PUB50)	PETFAL_14_01
Ha412HOChr14g0665261	142	0	2	AT5G65490	suppressor-like protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0665271	110	0	2	AT5G10490	A member of MscS-like gene family, structurally very similar to MSL3, comprising of an N-terminal chloroplast transit peptide, five trans-membrane helices and a C-terminal cytoplasmic domain. Mutant plants showed abnormalities in the size and shape of plastids. MSL2-GFP was localized to discrete foci on the plastid envelope and co-localize with the plastid division protein AtMinE.	MSCS-LIKE 2 (MSL2)	PETFAL_14_01
Ha412HOChr14g0665281	0	0	0	AT5G65470	O-fucosyltransferase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0665301	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665311	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665321	15	0	1	AT5G10480	Protein tyrosine phosphatase-like involved in cell division and differentiation. Interacts with CDKA;1 only in its phosphorylated form, preventing dephosphorylation. Overexpression slowed down cell division in suspension cell cultures at the G2-to-M transition and early  mitosis and inhibited Arabidopsis seedling growth. Localized in  the cytoplasm of dividing cells but moved into the nucleus upon cell differentiation. Based on complementation of yeast mutant PAS2 has acyl-CoA dehydratase activity. It interacts with CER10, a component of the microsomal fatty acid elongase complex, suggesting a role in synthesis of VLCFAs (very long chain fatty acids).	PASTICCINO 2 (PAS2)	PETFAL_14_01
Ha412HOChr14g0665371	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665381	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665431	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665441	107	0	1	AT1G68810	basic helix-loop-helix (bHLH) DNA-binding superfamily protein;(source:Araport11)	ABNORMAL SHOOT 5 (ABS5)	PETFAL_14_01
Ha412HOChr14g0665451	0	0	0	AT4G38090	ribosomal protein S5 domain protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0665471	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665491	0	0	0	AT2G22500	Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).	UNCOUPLING PROTEIN 5 (UCP5)	PETFAL_14_01
Ha412HOChr14g0665511	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665521	5	0	1	AT4G38100	CURVATURE THYLAKOID 1D-like protein; involved in thylakoid membrane organization.	CURVATURE THYLAKOID 1D (CURT1D)	PETFAL_14_01
Ha412HOChr14g0665531	0	0	0	AT3G23240	encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family (ERF1). The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5. EREBP like protein that binds GCC box of ethylene regulated promoters such as basic chitinases. Constitutive expression of ERF1 phenocopies ethylene over production. Involved in ethylene signaling cascade,downstream of EIN2 and EIN3.	ETHYLENE RESPONSE FACTOR 1 (ERF1)	PETFAL_14_01
Ha412HOChr14g0665551	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665561	0	0	0	AT3G23240	encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family (ERF1). The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5. EREBP like protein that binds GCC box of ethylene regulated promoters such as basic chitinases. Constitutive expression of ERF1 phenocopies ethylene over production. Involved in ethylene signaling cascade,downstream of EIN2 and EIN3.	ETHYLENE RESPONSE FACTOR 1 (ERF1)	PETFAL_14_01
Ha412HOChr14g0665601	238	0	4	AT1G70520	Encodes a cysteine-rich receptor-like protein kinase. Involved in regulating microbe-associated molecular pattern-triggered ROS production. Required for MAMP-triggered responses and resistance to Pseudomonas syringae pv. tomato  118 DC3000 .		PETFAL_14_01
Ha412HOChr14g0665621	0	0	0	AT1G70520	Encodes a cysteine-rich receptor-like protein kinase. Involved in regulating microbe-associated molecular pattern-triggered ROS production. Required for MAMP-triggered responses and resistance to Pseudomonas syringae pv. tomato  118 DC3000 .		PETFAL_14_01
Ha412HOChr14g0665631	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665641	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665651	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665661	76	0	2	AT1G70520	Encodes a cysteine-rich receptor-like protein kinase. Involved in regulating microbe-associated molecular pattern-triggered ROS production. Required for MAMP-triggered responses and resistance to Pseudomonas syringae pv. tomato  118 DC3000 .		PETFAL_14_01
Ha412HOChr14g0665691	146	0	3	AT5G40380	Encodes a cysteine-rich receptor-like protein kinase.	CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 42 (CRK42)	PETFAL_14_01
Ha412HOChr14g0665701	217	0	3	AT5G40380	Encodes a cysteine-rich receptor-like protein kinase.	CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 42 (CRK42)	PETFAL_14_01
Ha412HOChr14g0665711	0	0	0	NA	NA	NA	PETFAL_14_01
