Gene	Fixed_count	Poly_count	p	Haplotype	Gene_fixed_poly_ratio	Haplotype_fixed_poly_ratio	Haploblock	Direction	pAdj	Homolog	Annotation
Ha412HOChr11g0489801	2	12	0.528624271838999	0	0.166666666666667	0.069961333977767	Ann_11_01	Fixed	1	AT5G54190	light-dependent NADPH:protochlorophyllide oxidoreductase A
Ha412HOChr11g0489801	5	2	0.00059568833255544	2	2.5	0.194458354197964	Ann_11_01	Fixed	0.00975480333653286	AT5G54190	light-dependent NADPH:protochlorophyllide oxidoreductase A
Ha412HOChr11g0489801	3	13	0.999999999999632	2	0.230769230769231	0.224251553379778	Petpet_11_01	Fixed	1	AT5G54190	light-dependent NADPH:protochlorophyllide oxidoreductase A
Ha412HOChr11g0489821	4	26	0.586399835230653	0	0.153846153846154	0.0969675090252708	Petfal_11_01	Fixed	1	AT5G53750	CBS domain-containing protein;(source:Araport11)
Ha412HOChr11g0489821	9	2	4.73465840807373e-08	2	4.5	0.194458354197964	Ann_11_01	Fixed	2.61446458799344e-06	AT5G53750	CBS domain-containing protein;(source:Araport11)
Ha412HOChr11g0489821	4	12	0.0134158068952024	0	0.333333333333333	0.069961333977767	Ann_11_01	Fixed	0.122759753628085	AT5G53750	CBS domain-containing protein;(source:Araport11)
Ha412HOChr11g0489821	0	44	0.175724443361353	0	0	0.0636056450009938	Petpet_11_01	Poly	0.698480242947894	AT5G53750	CBS domain-containing protein;(source:Araport11)
Ha412HOChr11g0489821	0	41	0.244785984015226	2	0	0.0558335528048459	Petfal_11_01	Poly	0.806777451303413	AT5G53750	CBS domain-containing protein;(source:Araport11)
Ha412HOChr11g0489821	4	18	0.999999999999756	2	0.222222222222222	0.224251553379778	Petpet_11_01	Poly	1	AT5G53750	CBS domain-containing protein;(source:Araport11)
Ha412HOChr11g0489831	1	17	0.999999999999997	0	0.0588235294117647	0.0636056450009938	Petpet_11_01	Poly	1	AT3G15430	Regulator of chromosome condensation (RCC1) family protein;(source:Araport11)
Ha412HOChr11g0489831	1	22	0.695890540900748	0	0.0454545454545455	0.0969675090252708	Petfal_11_01	Poly	1	AT3G15430	Regulator of chromosome condensation (RCC1) family protein;(source:Araport11)
Ha412HOChr11g0489831	9	6	2.42000597821679e-05	2	1.5	0.194458354197964	Ann_11_01	Fixed	0.000615894090464642	AT3G15430	Regulator of chromosome condensation (RCC1) family protein;(source:Araport11)
Ha412HOChr11g0489831	1	24	0.999999999999356	2	0.0416666666666667	0.0558335528048459	Petfal_11_01	Poly	1	AT3G15430	Regulator of chromosome condensation (RCC1) family protein;(source:Araport11)
Ha412HOChr11g0489831	1	18	0.999999999999612	0	0.0555555555555556	0.069961333977767	Ann_11_01	Poly	1	AT3G15430	Regulator of chromosome condensation (RCC1) family protein;(source:Araport11)
Ha412HOChr11g0489831	2	20	0.399613457548182	2	0.1	0.224251553379778	Petpet_11_01	Poly	0.944619703338603	AT3G15430	Regulator of chromosome condensation (RCC1) family protein;(source:Araport11)
Ha412HOChr11g0489851	0	12	0.740204919826899	0	0	0.069961333977767	Ann_11_01	Poly	1	AT5G50110	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
Ha412HOChr11g0489851	0	9	0.383862178547685	2	0	0.194458354197964	Ann_11_01	Poly	0.93054631865432	AT5G50110	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
Ha412HOChr11g0489861	1	15	0.455084770598541	2	0.0666666666666667	0.194458354197964	Ann_11_01	Poly	0.982381672967074	AT1G61820	beta glucosidase 46;(source:Araport11)
Ha412HOChr11g0489861	0	21	0.441523132583882	0	0	0.069961333977767	Ann_11_01	Poly	0.972759891467201	AT1G61820	beta glucosidase 46;(source:Araport11)
Ha412HOChr11g0489861	6	22	0.856705605943014	2	0.272727272727273	0.224251553379778	Petpet_11_01	Fixed	1	AT1G61820	beta glucosidase 46;(source:Araport11)
Ha412HOChr11g0489861	0	38	0.225624384255882	0	0	0.0636056450009938	Petpet_11_01	Poly	0.784213514095948	AT1G61820	beta glucosidase 46;(source:Araport11)
Ha412HOChr11g0489861	0	27	0.425406795897434	2	0	0.0558335528048459	Petfal_11_01	Poly	0.958508225794684	AT1G61820	beta glucosidase 46;(source:Araport11)
Ha412HOChr11g0489861	1	28	0.487204260401868	0	0.0357142857142857	0.0969675090252708	Petfal_11_01	Poly	0.997196380111549	AT1G61820	beta glucosidase 46;(source:Araport11)
Ha412HOChr11g0489871	0	7	0.512948765495726	2	0	0.194458354197964	Ann_11_01	Poly	1	AT2G18950	Encodes homogentisate phytyltransferase involved in tocopherol biosynthesis. Has impact on seed longevity and plays a role in the adaptation to low temperature stress, notably phloem loading.
Ha412HOChr11g0489921	4	14	0.113589724622546	0	0.285714285714286	0.0969675090252708	Petfal_11_01	Fixed	0.547047018501588	AT4G27410	Encodes a NAC transcription factor induced in response to desiccation. It is localized to the nucleus and acts as a transcriptional activator in ABA-mediated dehydration response.
Ha412HOChr11g0489921	2	5	0.111744509662268	0	0.4	0.069961333977767	Ann_11_01	Fixed	0.541642311897134	AT4G27410	Encodes a NAC transcription factor induced in response to desiccation. It is localized to the nucleus and acts as a transcriptional activator in ABA-mediated dehydration response.
Ha412HOChr11g0489921	4	12	0.00310214768456239	2	0.333333333333333	0.0558335528048459	Petfal_11_01	Fixed	0.0385341391656471	AT4G27410	Encodes a NAC transcription factor induced in response to desiccation. It is localized to the nucleus and acts as a transcriptional activator in ABA-mediated dehydration response.
Ha412HOChr11g0489921	2	10	0.341563466827355	0	0.2	0.0636056450009938	Petpet_11_01	Fixed	0.908243510765869	AT4G27410	Encodes a NAC transcription factor induced in response to desiccation. It is localized to the nucleus and acts as a transcriptional activator in ABA-mediated dehydration response.
Ha412HOChr11g0489921	3	8	0.56334172083953	2	0.375	0.194458354197964	Ann_11_01	Fixed	1	AT4G27410	Encodes a NAC transcription factor induced in response to desiccation. It is localized to the nucleus and acts as a transcriptional activator in ABA-mediated dehydration response.
Ha412HOChr11g0489921	7	21	0.503856985959723	2	0.333333333333333	0.224251553379778	Petpet_11_01	Fixed	1	AT4G27410	Encodes a NAC transcription factor induced in response to desiccation. It is localized to the nucleus and acts as a transcriptional activator in ABA-mediated dehydration response.
Ha412HOChr11g0489961	2	15	0.999999999999973	0	0.133333333333333	0.0969675090252708	Petfal_11_01	Fixed	1	AT3G15510	Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2.
Ha412HOChr11g0489961	3	21	0.636845989026426	2	0.142857142857143	0.224251553379778	Petpet_11_01	Poly	1	AT3G15510	Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2.
Ha412HOChr11g0489961	1	26	0.999999999999414	2	0.0384615384615385	0.0558335528048459	Petfal_11_01	Poly	1	AT3G15510	Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2.
Ha412HOChr11g0489961	2	14	0.944073077475499	2	0.142857142857143	0.194458354197964	Ann_11_01	Poly	1	AT3G15510	Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2.
Ha412HOChr11g0489961	1	28	0.855076255864056	0	0.0357142857142857	0.0636056450009938	Petpet_11_01	Poly	1	AT3G15510	Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2.
Ha412HOChr11g0489961	5	17	0.00857585387943545	0	0.294117647058824	0.069961333977767	Ann_11_01	Fixed	0.0863855129855401	AT3G15510	Note of caution: not to be confused with another protein (AtNAC6 locus AT5G39610) which on occasion has also been referred to as AtNAC2.
Ha412HOChr11g0489971	0	14	0.19807345527295	2	0	0.194458354197964	Ann_11_01	Poly	0.73297283275476	NA	NA
Ha412HOChr11g0489981	1	6	0.999999999999879	2	0.166666666666667	0.224251553379778	Petpet_11_01	Poly	1	AT3G15518	hypothetical protein;(source:Araport11)
Ha412HOChr11g0489981	0	8	0.796647569671621	0	0	0.0969675090252708	Petfal_11_01	Poly	1	AT3G15518	hypothetical protein;(source:Araport11)
Ha412HOChr11g0489981	0	13	0.745929073390831	0	0	0.0636056450009938	Petpet_11_01	Poly	1	AT3G15518	hypothetical protein;(source:Araport11)
Ha412HOChr11g0489981	0	14	0.774507950984327	2	0	0.0558335528048459	Petfal_11_01	Poly	1	AT3G15518	hypothetical protein;(source:Araport11)
Ha412HOChr11g0490011	6	87	0.99999999999969	0	0.0689655172413793	0.0636056450009938	Petpet_11_01	Fixed	1	AT5G54440	Encodes a putative TRAPPII tethering factor required for cell plate assembly during cytokinesis. Part of multi-protein complex, acting as guanine nucleotide exchange factors (GEFs) and possibly as tethers, regulating intracellular trafficking.
Ha412HOChr11g0490011	6	41	0.154654928495076	0	0.146341463414634	0.069961333977767	Ann_11_01	Fixed	0.649789214115131	AT5G54440	Encodes a putative TRAPPII tethering factor required for cell plate assembly during cytokinesis. Part of multi-protein complex, acting as guanine nucleotide exchange factors (GEFs) and possibly as tethers, regulating intracellular trafficking.
Ha412HOChr11g0490011	10	47	0.0381270148016191	0	0.212765957446809	0.0969675090252708	Petfal_11_01	Fixed	0.26767080773606	AT5G54440	Encodes a putative TRAPPII tethering factor required for cell plate assembly during cytokinesis. Part of multi-protein complex, acting as guanine nucleotide exchange factors (GEFs) and possibly as tethers, regulating intracellular trafficking.
Ha412HOChr11g0490011	12	49	0.914799554026719	2	0.244897959183673	0.224251553379778	Petpet_11_01	Fixed	1	AT5G54440	Encodes a putative TRAPPII tethering factor required for cell plate assembly during cytokinesis. Part of multi-protein complex, acting as guanine nucleotide exchange factors (GEFs) and possibly as tethers, regulating intracellular trafficking.
Ha412HOChr11g0490011	9	43	0.990821176631151	2	0.209302325581395	0.194458354197964	Ann_11_01	Fixed	1	AT5G54440	Encodes a putative TRAPPII tethering factor required for cell plate assembly during cytokinesis. Part of multi-protein complex, acting as guanine nucleotide exchange factors (GEFs) and possibly as tethers, regulating intracellular trafficking.
Ha412HOChr11g0490011	7	76	0.303061864885529	2	0.0921052631578947	0.0558335528048459	Petfal_11_01	Fixed	0.870340818012179	AT5G54440	Encodes a putative TRAPPII tethering factor required for cell plate assembly during cytokinesis. Part of multi-protein complex, acting as guanine nucleotide exchange factors (GEFs) and possibly as tethers, regulating intracellular trafficking.
Ha412HOChr11g0490021	6	9	0.0665311298467589	2	0.666666666666667	0.224251553379778	Petpet_11_01	Fixed	0.392281679032513	AT5G54400	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
Ha412HOChr11g0490021	3	31	0.736652316089123	0	0.0967741935483871	0.0636056450009938	Petpet_11_01	Fixed	1	AT5G54400	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
Ha412HOChr11g0490021	7	3	3.15553018405376e-05	2	2.33333333333333	0.194458354197964	Ann_11_01	Fixed	0.000770373529862575	AT5G54400	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
Ha412HOChr11g0490021	5	15	0.0317279397559211	0	0.333333333333333	0.0969675090252708	Petfal_11_01	Fixed	0.236078717476242	AT5G54400	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
Ha412HOChr11g0490021	3	31	0.591785559643295	2	0.0967741935483871	0.0558335528048459	Petfal_11_01	Fixed	1	AT5G54400	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
Ha412HOChr11g0490021	2	17	0.812103647420159	0	0.117647058823529	0.069961333977767	Ann_11_01	Fixed	1	AT5G54400	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
Ha412HOChr11g0490071	0	8	0.796647569671621	0	0	0.0969675090252708	Petfal_11_01	Poly	1	AT1G52855	hypothetical protein;(source:Araport11)
Ha412HOChr11g0490071	0	7	0.444852261433625	2	0	0.224251553379778	Petpet_11_01	Poly	0.972759891467201	AT1G52855	hypothetical protein;(source:Araport11)
Ha412HOChr11g0490081	9	35	0.864507289004177	2	0.257142857142857	0.224251553379778	Petpet_11_01	Fixed	1	AT3G13682	Encodes a homolog of human  Lysine-Specific Demethylase1. Involved in H3K4 methylation of target genes including the flowering loci FLC and FWA.
Ha412HOChr11g0490081	2	52	0.829821895137209	2	0.0384615384615385	0.0558335528048459	Petfal_11_01	Poly	1	AT3G13682	Encodes a homolog of human  Lysine-Specific Demethylase1. Involved in H3K4 methylation of target genes including the flowering loci FLC and FWA.
Ha412HOChr11g0490081	5	15	0.452585035880733	2	0.333333333333333	0.194458354197964	Ann_11_01	Fixed	0.981670655765125	AT3G13682	Encodes a homolog of human  Lysine-Specific Demethylase1. Involved in H3K4 methylation of target genes including the flowering loci FLC and FWA.
Ha412HOChr11g0490081	2	39	0.999999999999994	0	0.0512820512820513	0.0636056450009938	Petpet_11_01	Poly	1	AT3G13682	Encodes a homolog of human  Lysine-Specific Demethylase1. Involved in H3K4 methylation of target genes including the flowering loci FLC and FWA.
Ha412HOChr11g0490081	11	25	5.26536537065319e-08	0	0.44	0.069961333977767	Ann_11_01	Fixed	2.86890612263726e-06	AT3G13682	Encodes a homolog of human  Lysine-Specific Demethylase1. Involved in H3K4 methylation of target genes including the flowering loci FLC and FWA.
Ha412HOChr11g0490081	6	57	0.999999999999789	0	0.105263157894737	0.0969675090252708	Petfal_11_01	Fixed	1	AT3G13682	Encodes a homolog of human  Lysine-Specific Demethylase1. Involved in H3K4 methylation of target genes including the flowering loci FLC and FWA.
Ha412HOChr11g0490091	3	24	0.472601798053534	2	0.125	0.224251553379778	Petpet_11_01	Poly	0.990046651862464	NA	NA
Ha412HOChr11g0490091	5	22	0.957476228160015	2	0.227272727272727	0.194458354197964	Ann_11_01	Fixed	1	NA	NA
Ha412HOChr11g0490091	0	31	0.360969757302999	2	0	0.0558335528048459	Petfal_11_01	Poly	0.91430408039936	NA	NA
Ha412HOChr11g0490091	1	25	0.581843908221209	0	0.04	0.0969675090252708	Petfal_11_01	Poly	1	NA	NA
Ha412HOChr11g0490091	1	28	0.855076255864056	0	0.0357142857142857	0.0636056450009938	Petpet_11_01	Poly	1	NA	NA
Ha412HOChr11g0490091	3	20	0.402587522438462	0	0.15	0.069961333977767	Ann_11_01	Fixed	0.944866813842151	NA	NA
Ha412HOChr11g0490131	6	11	0.135177097559257	2	0.545454545454545	0.224251553379778	Petpet_11_01	Fixed	0.603039772401496	AT4G21570	organic solute transporter ostalpha protein (DUF300);(source:Araport11)
Ha412HOChr11g0490131	2	20	0.999999999999878	0	0.1	0.0969675090252708	Petfal_11_01	Fixed	1	AT4G21570	organic solute transporter ostalpha protein (DUF300);(source:Araport11)
Ha412HOChr11g0490131	1	14	0.999999999999793	2	0.0714285714285714	0.0558335528048459	Petfal_11_01	Fixed	1	AT4G21570	organic solute transporter ostalpha protein (DUF300);(source:Araport11)
Ha412HOChr11g0490131	0	15	0.665885282953502	0	0	0.0636056450009938	Petpet_11_01	Poly	1	AT4G21570	organic solute transporter ostalpha protein (DUF300);(source:Araport11)
Ha412HOChr11g0490151	0	53	0.122275379389939	0	0	0.0636056450009938	Petpet_11_01	Poly	0.569609663284056	AT5G54310	A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation.
Ha412HOChr11g0490151	3	15	0.999999999999977	2	0.2	0.194458354197964	Ann_11_01	Fixed	1	AT5G54310	A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation.
Ha412HOChr11g0490151	4	17	0.999999999999673	2	0.235294117647059	0.224251553379778	Petpet_11_01	Fixed	1	AT5G54310	A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation.
Ha412HOChr11g0490151	0	39	0.264020924752853	2	0	0.0558335528048459	Petfal_11_01	Poly	0.823684619429957	AT5G54310	A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation.
Ha412HOChr11g0490151	0	21	0.297396593255654	0	0	0.0969675090252708	Petfal_11_01	Poly	0.861361803076334	AT5G54310	A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation.
Ha412HOChr11g0490151	0	39	0.184736899413775	0	0	0.069961333977767	Ann_11_01	Poly	0.714055023890777	AT5G54310	A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation.
Ha412HOChr11g0490161	0	22	0.418938425715871	0	0	0.069961333977767	Ann_11_01	Poly	0.955240479846075	AT1G61260	cotton fiber (DUF761);(source:Araport11)
Ha412HOChr11g0490161	5	31	0.440351994334821	0	0.161290322580645	0.0969675090252708	Petfal_11_01	Fixed	0.972759891467201	AT1G61260	cotton fiber (DUF761);(source:Araport11)
Ha412HOChr11g0490161	4	21	0.999999999999993	2	0.19047619047619	0.194458354197964	Ann_11_01	Poly	1	AT1G61260	cotton fiber (DUF761);(source:Araport11)
Ha412HOChr11g0490161	3	35	0.877127298599283	0	0.0857142857142857	0.0636056450009938	Petpet_11_01	Fixed	1	AT1G61260	cotton fiber (DUF761);(source:Araport11)
Ha412HOChr11g0490161	6	26	0.999999999999998	2	0.230769230769231	0.224251553379778	Petpet_11_01	Fixed	1	AT1G61260	cotton fiber (DUF761);(source:Araport11)
Ha412HOChr11g0490161	4	21	0.0522225123521528	2	0.19047619047619	0.0558335528048459	Petfal_11_01	Fixed	0.334575764599281	AT1G61260	cotton fiber (DUF761);(source:Araport11)
Ha412HOChr11g0490171	5	19	0.956742581489903	2	0.263157894736842	0.224251553379778	Petpet_11_01	Fixed	1	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490171	6	18	0.0153607257738404	0	0.333333333333333	0.0969675090252708	Petfal_11_01	Fixed	0.13689889951749	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490171	3	22	0.485679602863269	0	0.136363636363636	0.069961333977767	Ann_11_01	Fixed	0.997196380111549	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490171	0	20	0.511978684563841	0	0	0.0636056450009938	Petpet_11_01	Poly	1	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490171	1	22	0.205548758230722	2	0.0454545454545455	0.194458354197964	Ann_11_01	Poly	0.74754640925718	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490171	1	31	0.880028858733092	2	0.032258064516129	0.0558335528048459	Petfal_11_01	Poly	1	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490191	0	8	0.442597955534138	2	0	0.194458354197964	Ann_11_01	Poly	0.972759891467201	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490191	2	8	0.280197488195006	0	0.25	0.069961333977767	Ann_11_01	Fixed	0.841992243431394	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490201	0	24	0.42115211715417	0	0	0.0636056450009938	Petpet_11_01	Poly	0.955403184770446	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490201	0	27	0.0424580752061663	2	0	0.194458354197964	Ann_11_01	Poly	0.289911158796561	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490201	3	22	0.485679602863269	0	0.136363636363636	0.069961333977767	Ann_11_01	Fixed	0.997196380111549	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490201	7	17	0.00168782978143913	0	0.411764705882353	0.0969675090252708	Petfal_11_01	Fixed	0.0236631761287846	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490201	0	20	0.577864518020655	2	0	0.0558335528048459	Petfal_11_01	Poly	1	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490201	5	15	0.629344076901782	2	0.333333333333333	0.224251553379778	Petpet_11_01	Fixed	1	AT5G54250	member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent.
Ha412HOChr11g0490221	0	8	0.999999999999987	0	0	0.0636056450009938	Petpet_11_01	Poly	1	AT4G27360	Dynein light chain type 1 family protein;(source:Araport11)
Ha412HOChr11g0490221	0	7	0.999999999999993	0	0	0.069961333977767	Ann_11_01	Poly	1	AT4G27360	Dynein light chain type 1 family protein;(source:Araport11)
Ha412HOChr11g0490271	8	2	5.31433886926289e-07	2	4	0.194458354197964	Ann_11_01	Fixed	2.15212770357616e-05	AT4G27350	membrane lipoprotein lipid attachment site-like protein, putative (DUF1223);(source:Araport11)
Ha412HOChr11g0490271	2	32	0.999999999999991	0	0.0625	0.0636056450009938	Petpet_11_01	Poly	1	AT4G27350	membrane lipoprotein lipid attachment site-like protein, putative (DUF1223);(source:Araport11)
Ha412HOChr11g0490271	2	22	0.31749363533028	2	0.0909090909090909	0.224251553379778	Petpet_11_01	Poly	0.883850206401285	AT4G27350	membrane lipoprotein lipid attachment site-like protein, putative (DUF1223);(source:Araport11)
Ha412HOChr11g0490271	2	29	0.999999999999998	2	0.0689655172413793	0.0558335528048459	Petfal_11_01	Fixed	1	AT4G27350	membrane lipoprotein lipid attachment site-like protein, putative (DUF1223);(source:Araport11)
Ha412HOChr11g0490271	1	36	0.30570510742668	0	0.0277777777777778	0.0969675090252708	Petfal_11_01	Poly	0.874370585235889	AT4G27350	membrane lipoprotein lipid attachment site-like protein, putative (DUF1223);(source:Araport11)
Ha412HOChr11g0490271	3	23	0.527473735394468	0	0.130434782608696	0.069961333977767	Ann_11_01	Fixed	1	AT4G27350	membrane lipoprotein lipid attachment site-like protein, putative (DUF1223);(source:Araport11)
Ha412HOChr11g0490281	1	11	0.999999999999634	0	0.0909090909090909	0.0969675090252708	Petfal_11_01	Poly	1	AT4G21450	PapD-like superfamily protein;(source:Araport11)
Ha412HOChr11g0490281	1	18	0.999999999999612	0	0.0555555555555556	0.069961333977767	Ann_11_01	Poly	1	AT4G21450	PapD-like superfamily protein;(source:Araport11)
Ha412HOChr11g0490281	5	3	0.00558883502969878	2	1.66666666666667	0.224251553379778	Petpet_11_01	Fixed	0.0620883832261346	AT4G21450	PapD-like superfamily protein;(source:Araport11)
Ha412HOChr11g0490281	0	24	0.42115211715417	0	0	0.0636056450009938	Petpet_11_01	Poly	0.955403184770446	AT4G21450	PapD-like superfamily protein;(source:Araport11)
Ha412HOChr11g0490281	0	23	0.504989461640798	2	0	0.0558335528048459	Petfal_11_01	Poly	1	AT4G21450	PapD-like superfamily protein;(source:Araport11)
Ha412HOChr11g0490281	1	8	0.999999999999997	2	0.125	0.194458354197964	Ann_11_01	Poly	1	AT4G21450	PapD-like superfamily protein;(source:Araport11)
Ha412HOChr11g0490301	0	11	0.61615387385222	0	0	0.0969675090252708	Petfal_11_01	Poly	1	NA	NA
Ha412HOChr11g0490301	0	8	0.974167269420106	0	0	0.069961333977767	Ann_11_01	Poly	1	NA	NA
Ha412HOChr11g0490311	3	26	0.549798867480163	0	0.115384615384615	0.0636056450009938	Petpet_11_01	Fixed	1	AT5G08240	transmembrane protein;(source:Araport11)
Ha412HOChr11g0490311	1	22	0.205548758230722	2	0.0454545454545455	0.194458354197964	Ann_11_01	Poly	0.74754640925718	AT5G08240	transmembrane protein;(source:Araport11)
Ha412HOChr11g0490311	1	29	0.944428412474023	2	0.0344827586206897	0.0558335528048459	Petfal_11_01	Poly	1	AT5G08240	transmembrane protein;(source:Araport11)
Ha412HOChr11g0490311	3	17	0.925107105666733	2	0.176470588235294	0.224251553379778	Petpet_11_01	Poly	1	AT5G08240	transmembrane protein;(source:Araport11)
Ha412HOChr11g0490311	2	16	0.759207920753074	0	0.125	0.069961333977767	Ann_11_01	Fixed	1	AT5G08240	transmembrane protein;(source:Araport11)
Ha412HOChr11g0490311	1	16	0.998519880100976	0	0.0625	0.0969675090252708	Petfal_11_01	Poly	1	AT5G08240	transmembrane protein;(source:Araport11)
Ha412HOChr11g0490321	0	29	0.391556889764439	2	0	0.0558335528048459	Petfal_11_01	Poly	0.935175606807876	AT4G27340	Met-10+ like family protein;(source:Araport11)
Ha412HOChr11g0490321	3	20	0.701261958022713	2	0.15	0.224251553379778	Petpet_11_01	Poly	1	AT4G27340	Met-10+ like family protein;(source:Araport11)
Ha412HOChr11g0490321	0	23	0.0671063299171714	2	0	0.194458354197964	Ann_11_01	Poly	0.394315478782908	AT4G27340	Met-10+ like family protein;(source:Araport11)
Ha412HOChr11g0490321	0	37	0.108783116277533	0	0	0.0969675090252708	Petfal_11_01	Poly	0.534200415738952	AT4G27340	Met-10+ like family protein;(source:Araport11)
Ha412HOChr11g0490321	0	27	0.36602784112179	0	0	0.0636056450009938	Petpet_11_01	Poly	0.91430408039936	AT4G27340	Met-10+ like family protein;(source:Araport11)
